text,label
I know I'm not the only one who loves that.,i
This was too bland for us but still o.k.,i
I wouldn't buy it again but will finish off the 4 boxes and go back to our tried and true :  SS was a great deal for this though.,e
What can I say.....we love cheezits  These arrived on time and were very fresh.,e
It didn't take us long to devour them  I will definitely be ordering again,e
This is a handy quantity to have ready for school lunches AND for portion control for cheezit freaks like me  who can mindlessly munch thru half a box in front of the TV   but they're SO GOOD,e
This may not be cheezits fault but... our package came as if run over by a semi  with a pack of 3 boxes of 12 36 small bags of cheezits crumbs.On an up side... we were able to take all the crumbs and ues them in a mexican dip as one of the layers.,e
tasty yet odd but not unpleasantly so.,i
These have a great taste and snap crackle and pop just as much as the original rice krispies.,i
They make fantastic rice krispies treats  a healthy breakfast.,i
Made with brown rice you get more nutrition out of this product than many of the other GF cereals out there.,e
Highly recommend,e
I started buying these when they first came out and was thrilled to have a gluten free version of rice krispies at the same price as regular.,e
Then the local stores stopped carrying them for whatever reason and I was very disappointed.,e
It's great to find them on here and at the subscribe and save price they're more affordable than the tiny boxes of organic speciality rice krispies imitators that are still available in the local store.,e
I don't need organic or whatever I just need it sans gluten.,i
These fit the bill just fine and make terrific peanut butter rice krispies treats.,i
As always this product was the best.,e
I do love rice krispies and these are almost as good as the regular ones....,e
Addictive.,i
Sometimes I have to work hard at limiting myself to just one a day.,e
These are amazing.,e
It's a high quality pastry without the gluten or wheat.,i
I love the texture soft yet a little crunchy at the same time might be the chia seeds.,i
I think I'll try warming these up a little for a pop tart kind of sensation.,i
YUM,i
These are a pretty good replacement if you're really into cocoa krispies but they don't turn the milk as dark as the chemical concoction put out by Kellogg's.,i
The flavor is relatively good but it's not as chocolatey as some might be hoping.,i
Overall it makes a good snack but it is not at all filling as far as a breakfast cereal goes.,e
Seems to mix best with sweetened milks such as almond milk; regular milk and goat milk left it a little plainer tasting.Also worth noting that this cereal tastes pretty good dry if not better than it tastes with milk.Note: it doesn't snap crackle or pop.,i
It tastes good and is good for ya It's filling too  What's not to love?,i
For a 1/3 cup serving you get 130 calories 3.5 grams of fat 22 grams of carbs a whopping 5 grams of fiber 3 grams of protein and only 6 grams of sugar.I must say though if you're not used to eating health foods like this you may not like it.,i
I am not the kind that likes frosted miniwheats or lucky charms.,i
This granola is my kind of food.,i
It's not gonna taste like pop tarts but it does taste good for what it is.I like snacking on it by itself or pouring milk over some and warming it up in the microwave for a late night snack,i
I'm usually a cereal man when it comes to breakfast.,e
That is unless of course there's donuts or pancakes.,e
But most of the time I try to stick with a healthy type of cereal rather than Lucky Charms or something of that nature.,i
My two favorites are usually raisin bran or frosted mini wheats but this has worked its way into my regular rotation.,e
They are nice and cruncy with just enough brown sugar sweetness to be tasty without overpowering your taste buds.,i
Sometimes I mix them 5050 with the cinnamon flavored and have a nice brown sugar  cinnamon flavor.,i
Also it's nice and hearty so it doesn't leave me hungry after only 30 minutes.,i
Definitely recommended.,e
I love cereal.,e
I eat a lot of it.,i
And while these Oatmeal Squares are good they won't be replacing my usual brands on my shopping list.,e
There isn't much that is distinctive or special about this cereal.,e
This is marketed as a healthy cereal but when I compared the nutritional information on the box to that on the other boxes of cereal in my cupboard it didn't stand out on that front either.,e
With respect to whether or not I would recommend this cereal I'm sort of neutral on that.,e
As I said I like it fine I just don't love it.,e
If you have had other Quaker brand cereals and liked them or if you like other oatbased cereals then you might want to try this one.,e
Seems to me there was a different version of this cereal around some years ago that rather resembled Life.,e
Be that as it may this cereal in no way resembles Life and requires a bit of a commitment.,e
It's very hearty holds up superbly in milk and is only kind of sweet.,i
In short a bowlful can't be scarfed down like frosted flakes or fruit rings; it demands your attention for the duration.,i
This is good because one should pay attention to what one eats.,i
It would be nice if there was a little more flavor to devote one's attention to though.,i
There is some both of oats and cinnamon but they're rather overwhelmed by the sheer bulk of the pieces.,i
All in all I'd give them average marks on their own and recommend them as a mixer with other cereals that have a lighter and perhaps sweeter character.,i
Quaker Oatmeal Squares are smaller in size than one would expect especially in comparison with some other cereals.,e
The dietary information is encouraging as there is fairly low sodium 190 mg per 1 cup serving and 5 grams of dietary fiber along with 6 grams of protein.One of the things I first noticed about the cereal was its ability to remain crisp long after some other cereals had given way to sogginess.,i
This is a real plus for my money.,e
The box was 14.5 ounces as advertised and comes in one of those pouches that must be cut with a pair of scissors to open.,e
All told it is a nice alternative to the spoon size shredded wheat and the raisin bran cereal that more frequently winds up on the breakfast menu.,e
Try it there's a good chance you'll like it.,e
I'm usually a cereal man when it comes to breakfast.,e
That is unless of course there's donuts or pancakes.,e
But most of the time I try to stick with a healthy type of cereal rather than Lucky Charms or something of that nature.,e
My two favorites are usually raisin bran or frosted mini wheats but this has worked its way into my regular rotation.,e
They are nice and cruncy with just enough cinnamon and sweetness to be tasty without overpowering your taste buds.,i
Also it's nice and hearty so it doesn't leave me hungry after only 30 minutes.,i
Definitely recommended.,e
When you open the bag it smells similar to pringles but as you get closer it has an unplesant smell of oil.,i
Taste like the fried chips we get at our local chinese place with salt added.,i
As to salt these are not saltier than regular potato chips.,i
These are really no healthier than a regular potato chip the only difference is these are made of sweet potatos navybeans rice and carrot instead of white potatoes.I could only taste the salt no onion taste for me.,i
Would have prefered a heavier onion or garlic taste to override the nasty chemical bean aftertaste.,i
Aftertaste reminds me of the taste you get with some gluten free products made with bean flour.,i
Even though these say expire august of 2013 the oil smelled and tasted like it was beginning to turn rancid like it does in organic chips and crackers.4 stars because my 12 and 15 year old kids actually liked these chipsand said they wanted me to buy more.,i
They love anything fried.,i
Summary my kids liked and want more; so if you love greasy fired chips and cna get fresh onesyou might like them.,i
Me I will not eat them.,i
Some background information:My kids eat a whole foods diet.,i
They don't like the taste of chemically laden products they refused to eat pop tarts when offered by semievil relatives and they do not eat junk food like Cheetos and the like.Everyone of us loved these chips.The flavor is wholesome  not artificial.,i
They definitely taste like an indulgent snack food but not like one dowsed in 3 preservatives.,i
They had a wonderful level of saltiness and a texture between a potato chip and freshly made restaurant tortilla chips.,i
The bag was opened at snack time and finished before dinnertime.,e
I was excited to see beans included in the list of ingredients because it's uncommon but they are also very nutritious.We've been entirely unimpressed with Veggie Stix and Pirate Booty.,i
So far these were the best thing they've loved since we discovered Terra chips a long time ago.,e
A quality food snack with great flavor and texture.,i
If you're extremely sensitive to bitter tastes there is an underlying bitter flavor that I detected.,i
Maybe from the seasonings or maybe from the beans but it wasn't so overpowering that it kept my kids away.,e
I planned to eat these myself but my 5 year old caught me then the 3 and 7 year old got in on the act.,e
Oh well.,e
Good bye chips.,e
At least my KIDS are snacking on something healthy.,i
As someone always on the go I love my snack bars.,e
I also have a weakness for chocolate.,i
I found these bars just ok.,e
They had an odd sweet after taste.,i
I also didn't find any 34;fiber difference34; than any other regular snack bar.,i
I'm going to stick to my fiber one and special k bars.,e
Convenient size bottle  Use in all my baking needs from homemade waffles to corn flake marshmallow treats to cookies  Definitely no complaints here,e
the mozzarella taste is mild but I can taste it.,i
It still tastes like a cheezit mostly and that is why I gave it five stars...because cheezits are awesome.,i
orginial is of course the best but this is still pretty good.,e
If you like original cheezits you will like this because of how much like an original cheezit it tastes.,i
They make a great alternative to the white cheezits if white cheezits are your bag.,e
I'm not a huge fan of the original cheezits but these mozzarella cheezits are wonderful.,i
They're made with both mozzarella and cheddar cheese and you can definitely taste the cheddar.,i
But the mozzarella gives them a milder butterier taste than a normal cheddar cracker.,i
They are also not too salty which is often a problem with cheese crackers.At 150 calories for 25 crackers a few handfuls this is a great snack.,i
They take the edge of your hunger without filling you up with empty calories.They are a little greasy so you'll want to have a napkin or a sink hand when you eat them.,i
The crackers in my box were almost all broken which made it a little harder to eat them.,e
But those are relatively minor drawbacks and this is certainly a product that I'll eat again.,i
I really haven't found a cheezit cracker that I do not like and the Mozzarella one's are no different.,i
They are mild in flavor and kind of a little creamery tasting than most of the other cheezits that I have tried.,i
They are bursting with flavor as usual but without being overpowering.,i
If you like Mozzarella cheese and you like cheezits then I think you'll love this product.,e
These were good.,e
I didn't have regular cheezeits around to compare them too but if memory serves then these were cheesier and better.,i
There are definitely some better flavors of cheezits out nowadays but I can't imagine myself turning these things down at a party or anywhere else.,i
These are delicious I opened the box a little weary not knowing if these would be good or not ate one and did not stop eating them until I had made quite a dent in the box.,e
They are so hard to put down The box says they are creamy and mild and that is a perfect description for these.,e
The cheese flavor is not as strong as the original which can be a nice change.I gave them 4 stars instead of 5 because I believe no matter how good any of these cheezit flavors are nothing will beat the original.,i
First: purchasing crackers through the mail is a dicey proposition.,e
These arrived and literally half the box was crumbs.,e
So a small portion of the three stars above which would be 2.5 if I could comes from the fact that it was difficult to find a whole cracker in the box.,e
If this happens to you do what we did: use them as crumb topping on a casserole.Second: At 5 dollars a box they ring in at nearly twice the price of the same product at my local grocery...so you should probably check out your local grocery if you need to get your cheezit fix.,e
They tasted fine...just not like the cheese whose name they wear.,i
The best flavours are original the duoz with the smoked cheese flavour and Swiss.,i
There is too the problem of powdery residue on your fingers after snacking...a big plus of the original flavour is a total lack of this and a much more cheesey flavour.,i
These are great my son likes them.,e
They are not the best for you but are better then the quaker oats brand and if your on the special k plan it works into it well.,e
I love raisin bran and often throw in some extras including nuts.,i
This new cereal does that for me as well as adding a hint of cinnamon.,i
I'm not such a big fan of cinnamon for breakfast but the cereal was still very good maybe a little too sweet for my tastes.,i
I usually use an extra raisin bran cereal with no added sugar.,i
Recommend that people who are looking for something different give this cereal a try.,e
I found this to be a very tasty alternative to the regular raisin bran.,e
The flakes are crunchier  not as crunchy as the Raisin Bran Crunch version but certainly more so than the regular version.,i
A nice compromise.The cinnamon flavor is nicely balanced  not too strong but you don't have to wonder where it is.,i
There's a good amount of raisins but the almonds are rather sparse.The downside is that this version has a bit less fiber than the regular version.,i
It has 5g per serving which is 21 of the recommended daily amount versus 7g per serving 28 of the recommended daily amount in the regular version.,i
The Cinnamon Almond version has about the same calories as the regular 200 per serving which is 1.25 cups versus 190 per serving in the regular which is 1 cup.,i
Fat and sugar content is the same for both.I'm a big raisin bran fan and really liked this.,i
Nice change of pace.,e
I don't eat raisin bran.,e
I got this box of Kellogg's Raisin Bran for my husband who has a bowl of regular raisin bran nearly every night.,e
It turns out that I am eating more of this cereal than he does.,i
I get tired of regular raisin bran; it is just a little boring.,e
This has cinnamon on the raisins and sliced almonds neither of which I just love but with the raisins and bran flakes it all works.,i
Neither the cinnamon nor the almonds are so strong they take over.I am not normally even a cereal breakfast person but this has an extra crunch plenty of raisins a sweet but not too sweet taste and has been exactly what I needed the last few mornings.,i
I got this box through Amazon Vine but I like it enough that I will buy another box.,e
Does my husband the raisin bran authority like it yes but he said it is difficult to improve on Kellogg's Raisin Bran.,e
The cinnamon is light and tasty in these and while I don't really taste the almonds I can sure see them Noteunlike most raisin brans this one has nuggets.,i
As usual for Kellogg's the raisins are soft and delicious.,i
VERY highly recommended,e
I've been eating Kellogg's raisin bran long before the dr. said more fiber  More fiberSo how does Kellogg's improve a staple like raisin bran ?,i
Well  they add cinnamon and almond I've had to subsequently search for this product  as grocery cereal aisles are already burstin' at the seams  but now that I know where I can readily purchase it  I will always have an extra box on hand,e
More fiber  more fiber,i
So many cereals and so few mornings to enjoy them  I remember the time when I would choose between Cheerios or corn flakes now my pantry probably has 15 different cereals including oatmeal; however I have always been a raisin bran fan and often could trick myself into thinking I was eating something healthy bran.,e
18 grams of sugar is not a small amount and with the addition of cinnamon added to the coated sweetened raisins the pandering to children's taste buds is ridiculous.,i
I admit I like the addition of almonds but I believe this has been done before?,i
Using my box of puffed rice naturally sweet as a sort of base comparison I was astonished to contrast it with the Raisin bran ingredients.,i
Puffed rice has no added sugar but is sweet enough while the raisin bran has sugar brown sugar dextrose cinnamon and honey.,i
The last 4 items are under 2 but who needs them.Could I become addicted to this cereal probably yes.,e
But even after the first taste test A full bowl of just raisin bran Cinnamon Almond I knew I would have to mix it with something else Shredded wheat for example to bring down the sugar count and the calories 240 with milk.,i
My general advice is don't give up on basic raisin bran but stay away from the expanded raisin brans.,e
This new product will not revive the cereal industry but push us more toward generic healthier cereals.,e
To me this cereal tastes no different than regular raisin bran except for the fact that it contains almonds.,i
I really could not taste the cinammon; however I do like regular raisin bran so I will eat the rest of the box.,i
I really enjoyed this cereal.Being a big lover of raisin bran cereal I was concerned that the cinnamon would be too overpowering and mess up my classic bowl of Kellogg's Raisin Bran.,e
But no they did and excellent job of keeping the cinnamon nice and light as a compliment to the cereal and added in some little cinnamon roll flavored pieces that gave it just a nice flavor that blended in well.,i
I really enjoyed it and would buy more in the future.,e
If you like both raisin bran cereal and cinnamon I believe you will find this one to your liking.,i
Yummy :o,i
I don't like regular raisin bran but i love this with the cinnamon flavor.,i
My teenage girls also love it.,e
The cinnamon is very noticeable so if you don't like cinnamon you won't like this.,i
I knew I was going to like this cereal what I wasn't pepared for was the fact that I was gonna love itI imagined raisin bran and almonds together.,i
Pretty yummy right?,i
But add in just the perfect amount of cinnamon and you've got the most absolutely delicious breakfast cereal.I give Kellogg's Raisin Bran Cinnamon Almond cereal Five Stars and a big THUMBS UP and highly recommend it to anyone who enjoys Raisin BranDISCLOSURE: This product was provided by Amazon Vine in exchange for an independent and nonbiased review.,i
I am still a fan of old school cold breakfast cereal the kind that just needs milk.,i
Even as an adult I still love it.,i
I have my favorites mostly embedded from my childhood and new varieties that are newer to the market.,e
I would say that Kellogg's Raisin Bran would be considered a favorite from childhood.,e
Therefore when I saw this new spin on Raisin Bran I was quite interested.This Raisin Bran has the addition of almond slivers and dusted with cinnamon.,i
Well I cannot express my disappointment with this cereal.,e
First and foremost the cinnamon I am not sure I would use the term dusted with cinnamon rather dumped with cinnamon.,i
This is all I tasted was cinnamon and it was very very sugary.,i
Secondly the almond slivers were pretty much nonexistent which is sad considering it is promoted on the box.,e
Thirdly this is raisin bran right?,e
Where are the raisins?,i
Did the two scoops that Kellogg's has built their reputation on been reduced to two tablespoon scoops?,e
The taste itself isn't bad per se if you love cinnamon.,i
I would rather just have a bowl of normal Raisin Bran.Kellogg's did a fine job with their Raisin Bran Crunch so I am not sure how they dropped the ball on this cereal.,e
And not for nothing but the box that the cereal comes in itself is very small.,e
This seems to be the case for most companies nowadays smaller packaging higher prices.,e
But in the case of this cereal there is some major deception.,e
The cereal is supposed to have almonds raisins and cinnamon.,i
Well there are barely any almonds or raisins and tons of cinnamon.,i
So it appears that Kellogg's is getting away cheap with this product.,e
Simply by charging more making smaller packaging and skimping on the almonds and raisins and bulking up on cinnamon and bran flakes.,e
I would be really surprised if this product is still on the shelf in six months.,e
I anticipated that it would be very sweet.,i
It was but it also had a pronounced cinnamon flavor.,i
I do not like eating sweetened cereal its too sweet for me.,i
I like to use 1/3 bowl of sweet cereal combined with plain corn flakes bran flakes grape nuts or oat cereal.,i
That dilutes it down to something with flavor and a little sweetness.,i
After trying the MiniWheats with just milk I added the plain and it was just right with a cinnamon twang.,i
Eating it straight it had the taste of a cinnamon roll.,i
So now you can decide from there.Looking at the box it said a serving was 47 pieces.,e
I counted out 47 and the bowl was barely half full.,e
So think about doubling the nutritional numbers if that is important to you.,i
It also means the box will only last for 4 servings.,e
That makes it expensive.,e
Well I'm rating it on the flavor and my choice to water it down.,i
There doesn't seem to be a lot of actual chocolate in this product.,i
I would have thought it'd have a dark chocolate taste but instead it was only vaguely chocolate.,i
Checking the ingredient list it appeared to have a soy based filling with artificial flavors.,i
It reminded me of cheap chocolate candies around the holidays.,e
You might find a milk chocolate easter bunny but you'll also find a chocolate flavored easter bunny.,i
These will look the same but not taste the same.,i
My kids liked it but for something called krave that pushes the chocolate angle on the marketing I was left wanting.,e
I wasn't sure I'd like any cereal that claimed to be double chocolate but I had a chocolate craving when I ordered it so I thought I'd give it a try.I can understand why it's called Krave because after I tried one of the little chocolate pillows I was hooked.,e
I was kind enough to share with my family to see if it was equally appealing to children and teens including an exchange student from The Netherlands who bought a box to take home to his brother since he claims they have no good cereal there,e
It's great to eat dry as a snack or in a bowl of milk.As far as the nutritional part goes it's not too bad.,i
A serving size is 3/4 of a cup and is 120 calories with 3.5 grams of fat.,i
It is 10grams of sugar but that's almost 1/2 the amount of sugar you'd find in Smart Start or raisin bran crunch so it's not too bad and tastes ohsogood.,i
It does contain wheat soy and milk so keep that in mind if you're the allergic type.This is one of those cereals that will be a treat in our house but also one that I'll keep a box hidden somewhere for myself in case of an emergent chocolate craving.,i
Usually I like my peanut butter the old fashioned way.... with just peanut butter in it.,i
I never really liked the stuff with jelly already in it or different flavors etc.,i
This one is an exception.I decided to try it since it's all natural ingredients that's always a plus in my food desires.,i
Since it is natural products you do have to stir it up and it a bit thinner than the processed 'regular' peanut butters.,i
Not too much of an issue at all though.,e
I decided to use it by itself on bread for a pbj; without the j...... and to be honest I didn't miss the jelly at all.,i
It was a tad bit on the drier side since there was no jelly but the flavor of the raspberries chocolates and other goodies made up for it entirely.This would go great on crackers bread of almost any type it didn't do too badly on a chocolate pop tart either.,i
I have four hungry boys and they all love this cereal and you can't beat Amazon's price and it arriving on your doorstep.,e
They love it with milk but it is also very tasty if they are running late for school and can grab a baggie full of it for the car w/o the milk.I am sure that it isn't as healthy for you as raisin bran or shredded wheat but oh well.,i
They eat well the rest of the day :,i
I like this cereal...,e
I have eaten it with 2 milk and unsweetened almond milk.,i
The freeze dried berrys remind me of when they first tried them in corn flakes cereal many years ago.,i
They were good then and good now.,e
Wish I tried this cereal sooner,e
Guys: Although this doesn't pack the vitamin/mineral punch that Total has this is a tasty low fat cereal at a good price.,i
Although it IS a processed food processed rice added sugar etc.,i
I like that it's not just  strawberry flavored bits or heavy yogurtycovered raisins and such.......it's real freezedried strawberries ok they're not fresh but that's not a problem for me...I LOVE dried fruit in my cereal.,i
It's also a convenient way to get real strawberry taste in my cereal and it stays fresh.,i
It's one of my go to cereals out there.,e
The only negative is that it's a tiny bit too sweet for me it looks like they spray a very light sugar coating on the flakes not like frosted flakes but still not needed for my taste.It may not beat the sale price of boxed cereal at Costco or a discount supermarket outside NYC but compared to typical boxed cereal prices in NYC 3.39 per 16.7 oz box is a very good price most brand cereal in a nondiscount supermarkets here cost about 5.99/box and they are rarely above 14 oz per box.,i
I switch between Kellogg's and Post's respective versions of raisin bran since each has its pluses.,e
Post has the flake portion down pat  large flakes with a nice crunch.,e
In contrast the Kellogg's flakes are smaller,e
As an aside the Kellogg's flakes work better than Post when using the cereal as an addin for baking multigrain breads or oatmeal cookies.But raisins are part of the equation as well.,i
I usually get Kellogg's since I can live with their less than great flakes and they usually cost less good sales on Amazon plus I can get the jumbo boxes at Sam's Club.,e
But if only these two companies would collaborate  flakes by Post raisins by Kellogg's.,e
That would be perfect,e
Not a huge fan of Kellog's Raisin Bran for a variety of reasons:1.,e
Relative to other flakey cereals Special K Total etc.,e
the flakes are sometimes not always fresh I don't know about Amazon's batch and it really makes the cereal sort of gummy and yucky2.,i
In general the flakes themselves even when fresha re not real crunchy admittedly they are bran flakes not pure rice wheat or corn flakes so they seem more like a bran fiber cereal and they get mushy in milk pretty quickly.3.,i
Amazon used to have a fourpack for nearly the same price so this is not a big savings anymore with the threepack pricey NYC stores typically always have Kellog's Raisin Bran on sale and it's usually 2.99/20 oz box.On the plus side I DO like the raisins.,e
They're plump and not sugary coated.,i
I love popcorn as an occasional treat.,i
I can only tolerate near hull less popcorn and this product is just that.,i
I use avocado oil and the corn pops up fluffy and delicious.,i
GMOfree as well.,i
These Quaker Stila Crispy Oat Bars are delicious.,i
The perfect cross between a cookie and your traditional nutri grain style granola bar they are a great snack.,e
We have been watching our diets recently and these seem to be a better choice than many other granola barswith only 100 calories about 30 less than what we normally eat and they don't seem any less filling.,i
I love Kellogg's NutriGrain Strawberry Cereal Bars and from the picture and product description these reminded me of them so I decided to give them a try.,e
I am always looking for a new healthy snack to snack on at work.When I first opened the packaging the cookie part of the bar reminds me kind of like a pop tart crust.,e
Feels the same way too just has oats instead of the pop tart frosting.,i
But when I bit into it it taste nothing like a pop tart.,i
The filling kind of did not as sweet but the outside cookie part tasted bit salty and I don't know...flat?,i
The crunch almost feels stale.,i
Just doesn't have very much taste appeal.There isn't much strawberry filling and the filling is a bit dry itself.,i
It is nothing like the strawberry in the nutrigrain bars and it is a bit sour.,i
It is has a small coating on the bottom of the cookie and after that is it is pretty much hollow.,i
When you bite down on it it collapses in on itself and starts to crumble around the edges.I think I will stick with the Kellogg's Nutrigrain bars...much better tasting.,i
These aren't absolutely horrid but they're way too sweet and light for my taste I like a heartier bar and WAY less sugar.,i
If you're an adult pop tart eater these would be a good somewhat less embarrassing option.The filling is pure pop tartthe number  ingredient of the filling is high fructose corn syrup followed by sugar apple powder dextrose glycerin with blueberry at 6 on the list and artificial colors and preservatives rounding out the filling ingredients.,i
The crust is a bit more grown up than pop tarts a bit lighter with a scattering of whole grains.The only selling point I can see is the 2g of fiber and the 100 caloriesbut you could get twice the fiber and fewer calories from a piece of fruit or wholegrain toast yeah I know fruit isn't shelfstable and can't survive in your car's glove box for a year.,i
But it your diet is mainly processed convenience foods this is much less objectionable than some alternatives hence the 2 stars.I do find it a bit telling that both the ingredients and front label mention that it contains blueberry instead of blueberries.,i
A new take on the NutriGrain snack bar.This snack bar has just a hint of sweetness has a crunchy crust similar to a baby cookie and not too much filling.,i
The top is also spinkled with granola.,i
Still though in theory a great change on the nutrigrain bar there is a slightly chemical aftertaste that really detracts from the whole experience.,i
Filling has the same strawberry flavor of a pop tart just with less sweetness.In the end just a soso snack bar in my humble opinion.,i
These are similar to pringles in that they are made of reconstituted potato flakes that are then flavored.,i
Buttttttt they are way more expensive.,e
I really like about half the flavors I sort of liked a few and a few were really bad.,i
All in all it was nice to get a variety but not worth the price.,e
It's oatmeal.,i
And it has too much stuff in it for my taste.,i
It's REALLY sweet.,i
19 grams of sugar.,i
This is oatmeal for people who demand Frosted corn flakes instead of adding a bit of sugar to their corn flakes.I normally eat oatmeal and I normally add some berries for sweetening.,i
But this goes too far.,e
It adds so MUCH stuff.,i
Enough nuts tasty nuts for 8 grams of fat.,i
8 grams isn't a lot  but it's a lot for oatmealIf you gotta have the sweet stuff for breakfast and you need to add fiber it has 5 grams  that's good then look at this.,i
But it's not for me.,e
pop tarts in my house go so fast so this lasted me a while.,e
they came and none of them were broken up.,e
i just wish that there was a cinnamon kind in there instead of 2 strawberry.,i
The flavor of the chips themselves is a bit earthy...if you've ever eaten fairly plain lentils it has a distinct lentilly flavor.,i
The pizza flavor is pretty tasty in my opinion  not overly seasoned but each chip is flavorful.,i
I don't think it really tastes like pizza that much or like other pizzaflavored products like pizza pringles or pizza combos just has some onion garlic parsley and other natural flavors.,i
But it's tasty anyhow.The texture of the chips is what makes me give it 4 stars.,i
It's not unpleasant but it is a lot more brittle than other kinds of chips kind of like a hard sponge or a pita chip if pita chips were more light puffed and holey.,i
So after eating half the bag the roof of my mouth is a bit scraped up.Then again I just have poor self control with my snacking sometimes and most people probably don't eat half a bag at once.,i
In which case it wouldn't be a problem.,e
Like little pop tarts.,e
I don't see how this line of pastry crisps are being called healthy.,i
Won't try again.,i
I have been eating Kellogg's brand raisin bran for years.,e
Unfortunately for some reason the quality varies from batch to batch.,e
The most recent box was great.,e
Fresh crisp flakes plump moist raisins.,i
I have had boxes with stale flakes and driedout raisins.,i
I cannot account for the difference.,e
In all instances the boxes were still well within the best by date.,e
Kellogg may be suffering quality control issues.,e
When the box is good the cereal is great.,e
The raisins are slightly sweetened with sugar.,i
The cereal overall is enjoyable flavorful and a decent source of fiber.,i
How does one review one of the long time favorites in cereals?,i
I only know that if I buy other brands of raisin bran my husband asks me to get the best 34;that Kellogg kind34;.,i
Generous amount of raisins  and not an excessive amount of sugar and he reports that it is part of his good health regime.,i
Given that he stays remarkably healthy I will accept that.,i
she asked me to get raisin bran since we've known each other.,i
she has loyalty in this brand.,e
so i buy it for her.,e
Honey Nut Cheerios are great.,e
I like them because they are super fresh and crunchy.,i
They have just the right amount of sweetness for menot too sicky sweet like some cereals.,i
These are small 12.25 oz boxes which may be the normal size for these but 18 oz boxes like of corn flakes are large boxes.,i
Box tops for education too.,e
My grandsons are in boarding school.,e
The really like their pop tarts because they are a quick breakfast when they are in a rush in the morning.,e
They also make nice snacks in the evening if they can just keep them long enough before friends eat them up,i
When my sister visited us one of the issues that came up wasn't about baked items  those we had under control.,i
The issues for us really were more about the fried foods you bread or flour including especially the American Favorite  Fried Chicken.We did end up using glutenfree corn flakes and glutenfree rice krispies but there was just something different with not being able to fry in flour.,i
So when I had the chance I decided to sample this so that I could decide if this would work for her.I made the chicken using the flour with the same normal measurements of salt and pepper dredged the chicken pieces in the flour I used boneless skinless breasts cut into chunks then fried it on the stove top.I noticed I did have to turn the temperature up a bit extra to get these browned but it could have been the oil I was using as well.,i
After the chicken was done I then used the drippings to make gravy.,i
I simply added in some of the leftover flour mixture fried it and added milk.,i
It did not seem to brown up as much and it really didn't thicken as dramatically as flour would have but it did make a decent gravy if a bit light in color.So my answer is an emphatic yes It makes a lovely fried chicken and a tasty gravy to put alongside of it,i
My whole family enjoys these crackers.,e
They look just like cheezits and taste very similar they have a lightly more 34;real34; cheese flavor.34;  If you are loking to go more 34;natural34; I think these are a great choice.,i
If you used them in a snack mix I doubt anyone would know the difference,e
They are good.,i
Even my husband liked them.,i
They are not cheezits but they are good and healthy and made from real food not chemicals and won't kill me.,i
The strongest flavor in this chip is the malt powder not garlic nor parmesan but I don't see malt as an ingredient  there is potato starch so that may explain the crunch.,i
They are not grainy but satisfyingly crunchy without becoming rock hard.,i
I wouldn't buy these again but they were easy to eat unlike many grainy crackers.,e
They are better in texture than the baked cheese crisps from Pepperidge Farm which tends to get gummy like a cheezit near the end of the chomp and not particularly crackerish in that you don't immediately think that you are eating a dried flatbread.,i
These are quite thick and not as crumbly given their thickness.This item can be purchased by the bag but the other variations are only available in an order of six.,i
I love cheezits so I thought I'd try this different cheese flavor.,i
I also love provolone cheese so......sounds like a winning combination but it was NOT.,i
I found flavor to be severely lacking.,i
I didn't mind paying almost 5 for this small box of cheezits when I was sure I'd love it according to all the great reviews but I did not love it not even liked them.,e
I am sure I will eventually eat them over time because they are not discusting ....just blahhhh.,i
If they turn stale over time that'll solve my problem of what to do with a product I don't really like.,i
Discard  I truly did not find the provolone flavoring to be strong enough to translate to my taste buds.,i
If you find these good I am happy for you but even my sister who loves cheezits too said she did not like this flavor.,i
There are many other new cheese flavors available now so I am hoping some of them will be better than this one.,i
very good its what I expected from cheez it  I love the provolone taste,i
Reading the description of the Wish Bone Italian Dressing reminded me that I used to use Hidden Valley Ranch dry mix as a coating for baked chicken and absolutely loved it.,e
I tried coating chicken pieces with this Italian dressing in two different ways  once mixed with crushed corn flakes and once as a seasoning by itself.,i
Both were tasty but quite bland.,i
I do like chicken with a zing so I was disappointed with both attempts.,i
If you are cooking for kids or people on a more bland diet this would probably be a good choice.,i
I'll probably just make a salad dressing with the other envelope as I know that has a little zip to it.,i
I love the taste of these gluten free pop tarts.,i
I will not purchase them often though because they are not organic nor is there any mention of being nonGMO.,e
It's nice to have as a treat every now and again.,i
For more info on health and gluten free living recipes and product recommendations and also frugal selfsufficiency free to check out my blog: ...,e
Pretty tasty pop tart alternative.,i
Doesn't have any weird GF aftertastes like a lot of GF products.,i
Handy to have around for something quick.,e
A bit spendy compared to regular pop tarts but certainly not the worst price difference I've seen in the gluten free grocery world.,e
I added them to my subscribe and save list to cut the cost down a bit.,e
You couldn't tell that this was gluten free.,i
Lots of dough.,i
Normally I love doughy foods but there's hardly any strawberry filling in these.,i
I was tasting more dough than anything.,i
Also these come wrapped individually.,e
With pop tarts you get six three pairs which is more filling but for those who eat half a pair separate packaging is more practical I suppose.,e
I would love to try the apple flavor but I was reading another review that said something about mold with the apple.,i
The dough is not good the flavor is almost tasteless.,i
I have had way better gluten free foods but Glutino pop tarts are just not good at all.,i
